Company Name,Membership Number,Member Status,Contact Person,Company Address,Factory Address,Phone,Fax,Email,Website,Products,Detail URL
Captain Accessories Ind. Ltd.,1626,Active,"Mr. Md. Anik Chowdhury , Managing Director","Amtola, Kathgora Ashulia, Savar, Dhaka","Amtola, Kathgora Ashulia, Savar, Dhaka",01729097150,,captainacc786@gmail.com,www.captainacc.com,Thread Coning,https://www.bgapmea.org/index.php/member/member_details/1241
Razzaque Packaging Ltd. (Unit-2),1089,Active,"Dr. A.K.M. Hamid, Managing Director","42, Indira Road, Tejgaon, Dhaka-1215","B-49, East Rajashan, Savar, Dhaka","9124171, 01711522436",9113243,razzaque.packaging@hotmail.com,,"Carton, Back Board, Neck Board",https://www.bgapmea.org/index.php/member/member_details/626
Sazid Trims Ltd.,1781,Active,"Md. Shahin Reza, Managing Director","249/1, Tac Kathora Salna, Gazipur Sadar, Gazipur","249/1, Tac Kathora Salna, Gazipur Sadar, Gazipur","9204300, 01730446300",,info@sazidbd.com,,"Poly bag, Carton, Label, Hang tag, Back Board, Neck Board",https://www.bgapmea.org/index.php/member/member_details/1421
A-Tex International Ltd.,1098,Active,"Claus Tjaerby, Managing Director","91, Mohakhali C/A, (1st Floor), Dhaka","Shirir Chala, Vabanipur, Gazipur Sadar, Gazipur",8833213,8833215,"skm@a-tex.com, info@a-tex.com, ponkoj.roy@a-tex.com",www.a-tex.com,"Zipper Slider, Thread Coning, Hook & Loop, Sticker, Labels, Hang Tag",https://www.bgapmea.org/index.php/member/member_details/80
Greenleaf Packaging Ltd.,2060,Active,"David Bala, Managing Director","House # 442, Flat # B1, Road # 30, Mohakhali, Dhaka","Barigaon, Kulla, Dhamrai, Dhaka-1350",01779944348,,westerndf@gmail.com,,"Printing items, Back Board, Neck Board, Photo-in lay etc.",https://www.bgapmea.org/index.php/member/member_details/1683
SRF Garments Accessories Limited,1993,Active,"S M Rezwanul Islam, Director","2039/A, Road # 06, Block-E, Ward-01, Jamgora, Zirabo, Ashulia, Dhaka","2039/A, Road # 06, Block-E, Ward-01, Jamgora, Zirabo, Ashulia, Dhaka",01717229982,,srfpakg@mail.com,,"Carton, Backboard, Neck Board, Caller Band",https://www.bgapmea.org/index.php/member/member_details/1627
Right Link Indutries,1028,Active,"Sanjirat Begum, Proprietor","House # 01, Road # 13/C, Sector-06, Uttara, Dhaka","40, Kamarpara, Turag, Uttara, Dhaka","8955211, 0171-3380329",,helal@fashionflashltd.com,,Corrugated Carton,https://www.bgapmea.org/index.php/member/member_details/641
Power Packaging & Printing Ltd.,880,Active,"Mohammed Tariqul Islam, Drector","Dag # 62, 63, Vatulia, Turag, Dhaka-1230","Dag # 62, 63, Vatulia, Turag, Dhaka-1230","8981855, Mob: 01713-018168",8954599,kpplkud@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/574
Hanseng Paper & Accessories Ind. Ltd.,1897,Active,"M. A. Hanif Bhuiyan, Chairman","Agrani New Bloom, H # 128, Aprt # A-1, Ramna Century Avenue, Moghbazar, Ramna, Dhaka-1217","Plot No. 49-50, Mongla EPZ, Mongla, Bagerhat","02-9353054, 01776445403",,hanseng.paperail@gmail.com,,"Label Paper (Printed/Without Printed), Back Board, Neck Board, Gum Tape, Size Tag, Hang Tag etc.",https://www.bgapmea.org/index.php/member/member_details/1533
Nexus Label & Printing Ltd.,1372,Active,"Mr. Md. Shakhawat Hasan Mridha , Managing Director","774, Nalvog, Turag, Dhaka-1230","774, Nalvog, Turag, Dhaka-1230",01713084239,,nexusbd67@yahoo.com,,"Label, Sticker, Carton, Garments Accessories.",https://www.bgapmea.org/index.php/member/member_details/1011
Paragon Packaging & Accessories Ltd.,419,Active,"Moazzem Hossain, Managing Director","Globe Nibas, Flat No.-2B, 10/A, Shegun Bagicha, Shahbag, Dhaka-1000.","Dhalpur, Kuturia, Ashulia, Savar, Dhaka-1341.","9552702, 01720540700",,"pragonprintpack@gmail.com, paragonpack@gmail.com",,"Carton, Shoe Box, Hang Tag etc.",https://www.bgapmea.org/index.php/member/member_details/1308
Samico Narrowtex Ltd.,966,Active,"Anwar Hossain Mukul, Director","10/3, Arambagh (3rd Floor), Motijheel, Dhaka","82, West Ashrafabad, Kamrangirchar, Dhaka","7192847, 7194327, 01713015410",7192876,sntexl@gmail.com,,"Elastic/Non Elastic Band, Woven Elastic, Twill Tape, Spandex Tape, Rigid Tape, Draw Code.",https://www.bgapmea.org/index.php/member/member_details/686
Cherry Button Ltd.,1815,Active,"Ma Miaoyan, Chairman","House # 408 (3rd floor), Lane No. 07 (West Side), Baridhara DOHS, Dhaka-1206","Vannara, Mouchak, Kaliakair, Gazipur",01875588176,,"jessica@cherrybutton.net, info@cherrybutton.net",,"Metal Button, Rivet, Snap Button, Eyelet, D-ring, Zipper, Puller, Buckle, Label, Patch, Badge",https://www.bgapmea.org/index.php/member/member_details/1457
Dhaka Texmart Industries,1263,Active,"S.M. Shajahan , Proprietor","House- 791/1, West Kazipara, Mirpur, Dhaka","Dag # 15591, Plot # 77, 58/20, Fayedabad (North), Dakkhin Khan, Uttara, Dhaka",8052640,Nil,dhaka_texmart@yahoo.com,Nil,"Elastic, Non Elastic Band, Sewing Thread, Drawsting etc.",https://www.bgapmea.org/index.php/member/member_details/899
S. R. Packaging Ltd.,600,Active,"Md. Anwar Hossain, Managing Director","House # 37/38, Road # 3, Section # 6(J), Block-A. Mirpur, Dhaka.","House # 661, Ward # 32 Zazor, National University, Gazipur Sadar, Gazipur.","9016299, 01866-964656",,anwarsrpl@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/670
Minerva Offset Printing Press Ltd.,1398,Active,"Mr. Atiar Zaman , Managing Director","H# 335, R# 23, New DOHS, Mohakhali, Dhaka","162, Tetuibari, Kashimpur, (Near at DEPZ), Gazipur",9883432,9882466,"palal@bdmail.net, minerva@palalit.net",www.sinohk.hk,"Hang Tag, Price Tag, Label, Back Board, Neck Board etc.",https://www.bgapmea.org/index.php/member/member_details/995
APS Paper Works Ltd.,577,Active,"Muaz Bin Masud , Chairman","107, Paper Mill Road, Abdullapur, Uttara, Dhaka .","Kamargaon, Pubail, Gazipur Sadar, Gazipur","Tel: 9815936, Cell: 01711530772",Fax: 9815936,carton@aps-group.org,,Corrugated Carton.,https://www.bgapmea.org/index.php/member/member_details/68
Mohammadia Plastic Industries,911,Active,"Mr. Md.Shajahan, Proprietor","41, International Medical College Road, Shalaish, Tongi, Gazipur","41, International Medical College Road, Shalaish, Tongi, Gazipur","01918-941096, 01717-701678",,"mdsharifullah64@gmail.com, mohammadia.industries1997@gmail.com",,"Printed Poly Bag, Hanger, Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Collar Insert, Butterfly, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/453
TRS Accessories International,1532,Active,"Md. Taher Uddin , Managing Partner","Vill : Bongram, PO : Nagor Kunda PS : Savar, Dhaka.","Vill : Bongram, PO : Nagor Kunda PS : Savar, Dhaka.",0171 8054250,,info@trs-group.org,,"Poly Bag, Label, Sweing Thread & Garments Finishing Accessories",https://www.bgapmea.org/index.php/member/member_details/1166
KDS Accessories Ltd.,23,Active,"Salim Rahaman, Managing Director.","191-192,Baizid Bostami Road Nasirabad I/A, Chattogram","191-192,Baizid Bostami Road Nasirabad I/A, Chattogram","031-681701-3, 685207-9",031-682137,"salim.rahman@kdsgroup.net, asadul.bari@kdsgroup.net",www.kdsaccessories.com,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Price Tag, Barcode, Wax Coated, etc.",https://www.bgapmea.org/index.php/member/member_details/363
G. Six Packaging & Accessories Ltd.,797,Active,"S.M. Abul Kalam, Chairman","288 (B-5), Free School Street, Kathalbagan Dhanmondi, Dhaka","Durgapur, Kathgara, Zirabo, Ashulia, Savar, Dhaka",01819141490,,gsixpackaging@yahoo.com,,"Corrugated Carton, Top-Bottom, Back Board, Neck Board, Poly Bag",https://www.bgapmea.org/index.php/member/member_details/250
Reliance Accessories Ind. Ltd.,778,Active,"Khandaker Mohd. Billal Hossain, Managing Director","466/B, Eidgah, Rampur, Chattogram.","466/B, Eidgah, Rampur, Chattogram.","Tel: 031-2512113, Cell: 01713614192",031-2512113,reliance.hafiz@yahoo.com,,"Printed Poly Bag, Back Board, Neck Board, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/632
Selina Trims Ltd,1591,Active,"Zakaria Habib , Chairman","Selina Tareq, Islam Bag, Holan Road, Dokkhin Khan, Uttara, Dhaka-1230","Dag No. 33, Anol, Dakkhin Khan, Uttara, Dhaka-1230","01819228378, 8950589",,zakariact@gmail.com,,"Elastic, Drawsting, Belt, Drawcorf, Twiltape",https://www.bgapmea.org/index.php/member/member_details/1221
Kunshin Bangladesh Ltd.,2050,Active,"Guan Zhong Qiao, Managing Director","House # 1/1, Block-B, Building No. 03 (1st floor), Biprabartha, Gazipur Sadar, Gazipur-1700","House # 1/1, Block-B, Building No. 03 (1st floor), Biprabartha, Gazipur Sadar, Gazipur-1700",01770016755,,kunshirbangladeshhd@gmail.com,,"RFID Hang Tag, Woven Label, Washing Label, Lox",https://www.bgapmea.org/index.php/member/member_details/1676
Tag Bangladesh Ltd.,1535,Active,"Md. Zahir Ahmed , Managing Director","ADD Emerald Height, Flat # 1A, 1B & 1C, House # 18/3, Tallabagh, Sobhanbagh, Dhaka-1207","Jagir, Dollah Bazzar, Singair, Manikganj.","+88 09606 232323, Mobile : 01713 010874",,"zahir.ahmed@tagbangladesh.com, farjana.akter@britanniapackaging.com",www.tagbangladesh.com,"Woven Label, Printed Label, Hangtags, Heat Transfer, Leather Patches, Packaging, Flexible Sticker, RFID, Polybag, Thermal Sticker",https://www.bgapmea.org/index.php/member/member_details/1169
Clifton Garment Accessories Ind. Ltd.,462,Active,"Md. M. Mohi Uddin Chowdhury, Managing Director","4, Jubilee Road, Jiban Bima Bhaban, Chattogram","Plot # 9-10 B, FIDC Road, Kalurghat I/A, Chattogram","031-618056, 01819311224",031- 630764,"info@cliftongroupbd.com, mohiuddin@cliftongroupbd.com",,"Elastic/Non Elastic Band & Lace, Printed Label.",https://www.bgapmea.org/index.php/member/member_details/138
Deep-Laid Printing & Packaging,1515,Active,"Habibur Rahman , Proprietor","53/1, Kaptan Bazar, Wari, Dhaka-1203","9, Hazi Badsha Mia Road, Road # 6, Block-B, Matuail, Jatrabari, Dhaka-1362","01713002179, 01731645841, 7121585",88-027125931,deeplaid@dhaka.net,,Printing & Packaging,https://www.bgapmea.org/index.php/member/member_details/1341
Convince Zipper & Accessories Ltd.,512,Active,"Rafez Alam Chowdhury, Managing Director","Plot # 68-71, Block # K, Section # 2, Rupnagar, Mirpur, Dhaka","Plot # 68-71, Block # K, Section # 2, Rupnagar, Mirpur, Dhaka","9010603, 8010739",9010401,"czal@dhaka.net, rafezalam@yahoo.com",,Zipper,https://www.bgapmea.org/index.php/member/member_details/146
Shiam Accessories & Printing Industries Ltd.,1827,Active,"Mr. Md. Salim, Managing Director","East Shuvadda, Shaban Factory Road, South Keranigonj, Dhaka-1310","Mahmud Tower (6th floor), 19, Siddique Bazar, North-South Road, Bangshal, Dhaka-1100","01647891210, 01903159480",,sohelpun@gmail.com,,"Corrugated Carton, Poly Bag, Label, Drawstring, Gum Tape, RFID",https://www.bgapmea.org/index.php/member/member_details/1467
Gallant Printing Ltd.,1991,Active,"Fahim Tazwar, Managing Director","37, Nasirabad Industrial Area, Chattogram","37, Nasirabad Industrial Area, Chattogram",01742723871,,fahim@asianapparels.com,,Printing of Garments Accessories,https://www.bgapmea.org/index.php/member/member_details/1626
Mirpur Packaging Ltd.,260,Active,"Md. Jamal Mostafa, Managing Director","14/3, Baishteki, Section-13, Mirpur, Dhaka.","14/3, Baishteki, Section-13, Mirpur, Dhaka.","Tel: 8017031 Cell: 01842821322, 01681923221",9013520,mirpurpackagingltd@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/444
Ridge (Pvt.) Ltd.,1457,Active,"Sabbir Ahmed Zaki , Managing Director","189/A, Tejgaon I/A, Dhaka-1208.","189/A, Tejgaon I/A, Dhaka-1208.","8878946, 8814528, 01819-237184",8822688,8822688,,"Back Board, Neck Board, Bar Code, Hang Tag, Size Tag, Price Tag etc.",https://www.bgapmea.org/index.php/member/member_details/1094
Shams Accessories Ltd.,870,Active,"Mr. Shafiul Azam Chowdhury, Managing Director","Isha Nagor, Azim Para, Ward # 08, P.S.: Karnafully Chittagong","Isha Nagor, Azim Para, Ward # 08, P.S.: Karnafully Chittagong",01858560434,,azam7018@yahoo.com,,"Elastic, Sewing Thread.",https://www.bgapmea.org/index.php/member/member_details/710
Adzi Trims Ltd.,1462,Active,"Mr. Md. Shahriar, Managing Director","3809, Nalvugh, Nishatnagar Turag, Dhaka.","3809, Nalvugh, Nishatnagar Turag, Dhaka.",01911069504,,info@adzitrims.com,www.adzitrims.com,"Woven Label, Printed Fabric Label, Screen Printed Labels, Offset Print, Adhesive Label, Dizital Print, Haeat Transfer Labels, Printed Box, Pu & Leather Patch, Rubber/Silicon Patch, Tharmal & Barcode",https://www.bgapmea.org/index.php/member/member_details/1099
Islam Pack & Accessories Ltd.,517,Active,"Gauhar Siraj Jamil, Managing Director","778, D.T. Road, Ashkarabad, Doublemooring, Chattogram","2389, Chand Meah Road South Kattali, Chattogram",031-727383,031-716098,jamil@fourhgroup.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Photo Card/Photo Board, Drawstring, Printed Poly Bag.",https://www.bgapmea.org/index.php/member/member_details/319
TM Trims Ltd.,1474,Active,"Md. Shafiqur Rahman , Managing Director","House-26 (2nd Floor), Road # 02 Sector # 03, Uttara, Dhaka","Holding # 41, Ward # 22, Bhobanipur, Mirzapur, Joydebpur, Gazipur",01915681801,9261158,"shafiq@tmdbd.com, tawfiq@tmdbd.com",,"Yarn Coning, Master Carton, Inner Carton, Metal zipper, Elastic, Gum Tape, Twill",https://www.bgapmea.org/index.php/member/member_details/1110
Global Accessories Ltd.,1088,Active,"Nowsha Ahmed, Director & Dy. Managing Director","CDA Building (4th floor), Kotowali, Chattogram","Plot # 11, Kalurghat Heavy Industrial Area, Chattogram.","031-617863-4, 670087, 01711-749997",031-610552,"azimswtr@azimswtr.com, anup@azimgroup.com",,"Button, Carton, Back Board, Neck Board, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/255
Fine Packaging & Accessories Ind.,1493,Active,"MD. Israfil , Proprietor","House # 29, Road # 18, Sector # 14, Uttara, Dhaka.","Dhour, Sumoner Tak, Nishat nagor, Turag, Dhaka-1230.","892127401711629380, 01842629380",8921274,finepackaging2011@gmail.com,,Cartoon,https://www.bgapmea.org/index.php/member/member_details/1127
Crown Trims Ltd.,2034,Active,"Hasanul Karim, Managing Director","4/A(B-1), Road # 96, Gulshan-02, Dhaka","West Bramankitta, Kalyndi, Keranigonj Model, Dhaka",01711527863,,goldencrownbd@gmail.com,,"Corrugated Carton, Label Paper/Self Adhesive Paper, Poly, Gum Tape, Sewing Thread",https://www.bgapmea.org/index.php/member/member_details/1661
Mahim Packaging & Accessories Ltd.,1755,Active,"Mr. Md. Monir Hossain, Managing Director","Holding # 22, Block # C, Road # 6, Ward # 2, Kamarpara, Puratan Bazar, Turag, Dhaka-1230","Holding # 22, Block # C, Road # 6, Ward # 2, Kamarpara, Puratan Bazar, Turag, Dhaka-1230","01675844217, 01688369436",,mahimpackaging@gmail.com,,"Kraft Liner Paper, Medium Paper, Duplex Board, Art Paper, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/1393
Tag N Pac,1543,Active,"Ibrahim Islam Sumon, Proprietor","Holding # 6/1/A, 1st Floor, Pearl Street 29, Ring Road, Shymoli, Dhaka-1207","Nikkon Housing, Kuturia, Ashulia, Savar, Dhaka.","7194488, 7195788",,tagnpac@gmail.com,,"Carton, Back Board, Neck Board, Elastic, Poly etc.",https://www.bgapmea.org/index.php/member/member_details/1034
Faith Industries Ltd.,825,Active,"Ziaul Islam Lavlu, Managing Director","G-136/3, Bhogra, Payara Bagan Road, Bashon, Gazipur","G-136/3, Bhogra, Payara Bagan Road, Bashon, Gazipur","01711530650, 018141530650",,"ziafaith@yahoo.com, info@faithbd.net",,"Woven Label, Screen Printed Label, Sticker Paper Printing, PP/PE Bag.",https://www.bgapmea.org/index.php/member/member_details/228
Kam Fabrics Printers Ltd.,1968,Active,"Ahsanul Kader Jubaer, Director","Dhopar Digir Par, 38 No. Ward, South Middle Halishahar, New Esack Depo, Bandar, Chattogram","Dhopar Digir Par, 38 No. Ward, South Middle Halishahar, New Esack Depo, Bandar, Chattogram",01302993830,,jubay.ctg30@gmail.com,,"Printed garments, Embroidery stitch, Heat seal, Stcker, Label, Hang Tag, Price Tag, Back board, Neck board, Elastic etc.",https://www.bgapmea.org/index.php/member/member_details/1607
Artisan Invention Ltd.,1952,Active,"Ahmed Amir Khasru, Managing Director","30 & 30/A, Road # 4, Kalwalapara, Mirpur-1, Dhaka-1216.","173/A/6, Uttar Chandpara, PS-Uttarkhan, Dhaka-1230",01819413956,,amirkhasru@artisaninvention.com,,"Drawstring/Drawcard, Twill Tape, Belt, Neck Tape, Piping, Woven Tape, Elastic, Tape, Adjustable Elastic, Finish Drawstring",https://www.bgapmea.org/index.php/member/member_details/1599
NZ Accessories Ltd.,1702,Active,"Nasir Uddin Ahmed, Managing Director","Anannya Shopping Center (4th floor), Lane # 13, DOHS Baridhara, Dhaka-1206","5, Bishuya Kuribari, Mirzapur, Gazipur Sadar, Gazipur","9889078, 9841735, 9860445, 9841797, Cell: 01711814912",9289172,info@nz-bd.com,www.nz-bd.com,"Carton, Back Board, Photo inlay, Elastic, Non-Elastic Tape, Sewing Thread, Care Label, Poly Bag",https://www.bgapmea.org/index.php/member/member_details/1322
R. B. Packaging & Printers Ltd.,1934,Active,"Swapan Kumer Saha, Chairman","House # 10, Road # 14, Sector #01, Uttara, Dhaka-1230","Bangobandhu Road, East Sadarpur, Ashulia, Savar, Dhaka",01711125996,,info@rbprinters.com,www.rbprinters.com,"Woven Label, Printed Label, Offset Printing, Heat Transfer Label, Thermal Sticker, Twill Tape, Elastic",https://www.bgapmea.org/index.php/member/member_details/1571
Asian Printing & Packaging Ltd.,1809,Active,"Sadman Yeasir Haque Raj, Director (Marketing)","95, Motijheel C/A, Ibrahim Chamber (3rd floor), Dhaka","Plot # 1, 155 & 156, Mongla EPZ, Mongla, Bagerhat","9585189, 9515029, 9515030, Mobile: 01987799010",,"rajhaque5874@gmail.com, rajhaque@haquegroupbd.com",,"Poly bag, Sticker paper, Self Adhesive paper, Label paper, Label Sticker, Gum Tape, Inner Carton, Photo Card, Photo Inlay, Size tag, Price tag, Hang tag, Bar code, Paper band, Back Board/Neck board",https://www.bgapmea.org/index.php/member/member_details/1447
Z & M Manufacturing Ltd.,655,Active,"H. M. Shah Alam, Managing Director","Plot # D-207 & 208, BSCIC Industrial Area, Tongi, Gazipur","Plot # D-207 & 208, BSCIC Industrial Area, Tongi, Gazipur","9816584, 9816585, 01819224741",9816586,zmmanufacturing@gmail.com,www.zmbd.net,"Back Board, Neck Board, Tissue Paper, Hang Tag, Size Tag, Paper Band, Bar Code, Security Sticker, Printed Label.",https://www.bgapmea.org/index.php/member/member_details/858
Mega Labels Limited,881,Active,"Md. Zillur rahman Mridha, Managing Director","Senakalyan, Commercial Complex(7th Floor) Plot No-09, Block-F, Tongi, Gazipur","House # 68, Road-07, Block-C, Dhour, Turag, Dhaka-1230","8981356, 8981468, 01713016236, 01713-500089",,"megalabelbd@gmail.com, mdjohir561@gmail.com",,Woven Label,https://www.bgapmea.org/index.php/member/member_details/429
Seaman Paper Bangladesh Ltd.,1994,Active,"Moniruzzaman Mamun, Managing Director","Impetus Center, 242/B (1st floor), Tejgaon-Gulshan Link Road, Tejgaon, Dhaka-1208","Anwar Jung Road, Near Jung & Son's Market, Ashulia, Savar, Dhaka",0195850555,,moniruzzaman.mamun@seamanpaper.com,,Paper Bag,https://www.bgapmea.org/index.php/member/member_details/1628
Fathaf Industries Ltd.,1691,Active,"Mostafa Fokhor Uddin Ahmed, Managing Director","Hasan Bhaban (2nd floor), 27/11/3-C, Topkhana Road, Dhaka-1000","Charabag, Ashulia, Savar, Dhaka","55007241-5,",550073238,info@bida.gov.bd,,"Carton, Back Board, Neck Board, Hanger, BOPP Poly Bag, Gumtape, PP Band, PVC Sheet",https://www.bgapmea.org/index.php/member/member_details/1313
FnF Accessories Limited,1533,Active,"Mohammad Tariqul Islam , Managing Director","House # 33, Road # 02, Sector #7, Uttara West, Dhaka.","House # 73, Road # 05, Dhour Road, Kamarpara, Turag, Dhaka-1230.","8981855, 8981030",,fnfaccessories@gmail.com,,"Poly Bag, back Board, Neck Board, Label Sticker, Button, Carton, Box",https://www.bgapmea.org/index.php/member/member_details/1167
Design Printing & Accessories Ltd.,1052,Active,"Anwarul Hasan, Managing Director","291, Fakirapool, Motijheel, Dhaka","Plot # S-56, BSCIC Industrial Estate, Konabari, Joydebpur, Gazipur","7194825, 01713303446",7194463,hasan@designprintingbd.com,,"Printed Poly Bag, BOPP Bag, Elastic/Non-Elastic Band, Twill Tape.",https://www.bgapmea.org/index.php/member/member_details/166
Mars Pacakging Industries,967,Active,"Mr. Mahammad Enayet Ullah , CEO","House # 65, Road # 8/A, Dhanmondi R/A, Dhaka.","House # 3953, College Road, Matuiel, Demra, Dhaka",8191333,9146013,marspackaging_2010@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Hang Tag, Price Tag, Photo Card/Board, Photo-in-lay, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/416
Martin Accessories Industries Ltd.,1990,Active,"Rafiq Ullah, Managing Director","2800, Sirajee Bhaban, Baro Quarter, D. T. Road, West Nasirabad, Chattogram","Muslimabad, North Patenga, Chattogram",01826102750,,01826rafiq@gmail.com,,"Printed Poly Bag, Gum Tape, Printed Label, Heat Press, Elastic, Twill Tape, Drawstring, Back Board, Neck Board, Hangtag, Price Tag, Size Tag, Price Sticker, Barcode, Sticker, Phot In-lay, Colar Band, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/1692
Imran Enterprise,1697,Active,"Mohammad Imran, Proprietor","Iqbal Chairman Villa, Ward No. 37, Munsipara, Bandar, Chattogram","Plot # 318/1, Ward # 06, D.T. Road, South Mohadevpur, Sitakunda, Chattogram","031-2852246, 01819-327294, 01715-443537",,enterpriseimranbd@gmail.com,,"Poly Bag, BOPP Bag, Back Board, Neck Board, Tissue Paper, Gum Tape etc.",https://www.bgapmea.org/index.php/member/member_details/1319
Export Printing & Accessories Ltd.,1752,Active,"Monzurul Kabir Monzur, Managing Director","274/3, Elephant Road, Dhaka-1205","Gauripur, Ashulia, Dhaka","9661550, 01877733681, 01877 733683",,epacmonzur@gmail.com,www.epacbd.net,,https://www.bgapmea.org/index.php/member/member_details/1389
Label House Ltd.,1922,Active,"Md. Forhad Hossain, Managing Director","Dag No. 559, Dhour Middle Para, Nishatnagar, Turag, Dhaka-1230","Dag No. 559, Dhour Middle Para, Nishatnagar, Turag, Dhaka-1230",01681310367,,labelhousebd@gmail.com,,"Self Adhesive Paper, Label, Ribbon",https://www.bgapmea.org/index.php/member/member_details/1553
JFZ Label & Printing Co. Ltd.,1713,Active,"Md. Zakir Hossain, Managing Director","Bhuigor (Purbo Kazi Para), Kutubpur, Fatulla, Narayanganj","Bhuigor (Purbo Kazi Para), Kutubpur, Fatulla, Narayanganj",01718544803,,zakir.h.sajib@gmail.com,,Garments Accessories,https://www.bgapmea.org/index.php/member/member_details/1347
Mamoni Garments Accessories Industries,1557,Active,"Md. Mahe Uddin , Proprietor","Rupayan Taj Tower, Level-5, Room #C5, 11/1 Box Culvert Road, Dhaka-1000.","Nekrosebagh, Bramankitta, PS: Keraniganj, Dhaka.",88 02 9343892,88 02 9356857,mamonigarmentsaccessories@gmail.com,,"Back Board, Photo Card, Poly Bag, Carton Box, PP, LDPE, PVC Box, Hanger.",https://www.bgapmea.org/index.php/member/member_details/1188
Rim Associates Ltd.,628,Active,"Md. Motaher Hossain, Managing Director","RSH Tower, House # 23 (Level-5), Main Road # 3, Block # A, Section-11, Mirpur, Dhaka-1216","Surabari, Kashimpur, Gazipur","01917716424, 01711541207",,"rim_ids04@yahoo.com, rimassociatesltd@gmail.com",,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Printed Poly Bag, Gum Tape, Elastic/Non-Elastic Band, Lace, Twill Tape etc..",https://www.bgapmea.org/index.php/member/member_details/642
Twosuns Bangladesh Ltd.,1696,Active,"Wei Zhang, Managing Director","Holding # A 07, Ward-16, Paler Para, Chandona, Bashon, Gazipur Sadar, Gazipur-1704","Holding # A 07, Ward-16, Paler Para, Chandona, Bashon, Gazipur Sadar, Gazipur-1704","01911650301, 01705813038",,"bd@twosuns.asia, elroy@twosuns.asia",,"String Seal, Leather Patches, PU Patches, Jacron",https://www.bgapmea.org/index.php/member/member_details/1318
Namirah Trim & Packaging Ltd.,1678,Active,"Nezam Uddin, Managing Director","497/B, Pranharidas Road, South Kattali, Pahartali, Chattrogram","497/B, Pranharidas Road, South Kattali, Pahartali, Chattrogram",01846040875,,namirahpackaging@gmail.com,,"Corrugated Carton, Back Board, Neck Boardl",https://www.bgapmea.org/index.php/member/member_details/1325
Foyez Packaging Industries ( PVT) Ltd.,1483,Active,"Mr. Md. Aminul Islam, Managing Director","50/3. Green View 2A, VIP Road, Shantinagor, Dhaka-1000.","Gagira, PO: Bhawal Rajbari, PS : Sreepur, Dist. Gazipur.","01718904411, 01971201243",,foyezpiltd@gmail.com,,Carton Box,https://www.bgapmea.org/index.php/member/member_details/1117
Micro Trims Limited,1343,Active,"Md. A. S. Shamsuzzama , Managing Director","Navana Pristine Pavillion (6th & 7th Floor), 128, Gulshan Avenue, Block-CEN(H), Dhaka-1212","Vulta, Rupgonj, Narayangonj","+88 09612452222, 017115301517",8114534,"info@mfgbd.net, info@mfgbd.net",www.mfgbd.net,"Corrugated Carton, Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/978
Cosmo Synthetic Industry Ltd.,896,Active,"Zahir Uddin Haider, Managing Director","House # 02, 4th Floor, Road #13/B, Section # 10 Uttara Model Town, Dhaka","Dhaladia, Rajabari, Sreepur, Gazipur",8920402,8920720,"hansolpaper05@gmail.com, csil2012@yahoo.com",,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Collar Bone, Bar Code, Hang Tag, Size Tag, Collar Insert, Butter Fly, Gum Tape.",https://www.bgapmea.org/index.php/member/member_details/149
Sat Accessories,2003,Active,"Sumon Barua, Managing Partner","713, Haji Ahamed Ali Road, Kulgaon, Baluchara, Jalalabad, Baizid Bostami, Chattogram","Haji Ahamed Ali Road, Kulgaon, Baluchara, Jalalabad, Chattogram","01978117474, 01829552850",,sat.accessories@gmail.com,,"Master Carton/Inner Carton, Offset Printing, Hang Tag, Price Tag, Barcode, Inner Box etc.",https://www.bgapmea.org/index.php/member/member_details/1636
AM Packaging & Accessories Ltd.,1346,Active,"Abdul Baten , Managing Director","Malkha Diger Par. North Pahartali (AK Khan Moor), Pahartali, Chittagong","Malkha Diger Par. North Pahartali (AK Khan Moor), Pahartali, Chittagong",031-2583843,031-2580089,ampalctg@gmail.com,,"Corrugated carton, Bac Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Price Tag etc.",https://www.bgapmea.org/index.php/member/member_details/981
