Company Name,Membership Number,Member Status,Contact Person,Company Address,Factory Address,Phone,Fax,Email,Website,Products,Detail URL
Ecotrims Bangladesh Ltd.,1732,Active,"Mohammad Tayeb Ali, Managing Director","BASTU Roch Dale, House # 9 (10th & 7 floor), Road # 2, Sector # 3, Uttara Model Town, Dhaka-1230","Vill: Bekashahra, Union: Telehati, P.O.: Tengra Bazar, P.S: Sreepur, Gazipur-1744","01713003962, 01713003964",,tayob@ecotrimsbd.com,www.ecotrimsbd.com,Interlinings,https://www.bgapmea.org/index.php/member/member_details/1371
Euro Packaging & Printing Ind.,2105,Active,"Shahidul Islam, Managing Partner","Nayamati, Kutubpur, Fatullah, Narayanganj-1400","Nayamati, Kutubpur, Fatullah, Narayanganj-1400",01713039384,,bond@eurotexbd.net,,"Garment Poly Bag, Photo Board, Sticker, Gum Tape, Elastic, Sewing Thread",https://www.bgapmea.org/index.php/member/member_details/1729
Confidence Accessories (Pvt.) Ltd.,1389,Active,"Md. Kamruzzaman, Managing Director","House-B/153, Road-22, New DOHS Mohakhali, Dhaka-1208","Masurakanda, Sonmandi, Sonargaon, Narayangong",8711587,8711587,"confidence@confibd.com, akramul02@yahoo.com",,"Paper Carton, Poly Bag, Elastic, Robon (Care label), Doyestric",https://www.bgapmea.org/index.php/member/member_details/1036
Aman Packaging & Accessories Ltd.,1320,Active,"Md. Rafiqul Islam , Managing Director","2, Ishakha Avenue, Sector #06, Uttara, Dhaka","RS Dag No. 25, Boriagirchala, Sreepur, Gazipur","7911691-3, 01711591645",8962297,info@amangroupbd.com,,"Poly Bag, Adhasive, paper Cone, Twill Tape, Gum Tape",https://www.bgapmea.org/index.php/member/member_details/955
Article Label & Accessories Ltd.,1913,Active,"Md. Hanif Mondal, Managing Director","16/D, Chanpara, Uzampur, Uttarkhan, Uttara, Dhaka-1230","16/D, Chanpara, Uzampur, Uttarkhan, Uttara, Dhaka-1230",01716878367,,articlelabel@yahoo.com,,"Woven Label, Hang Tag, Ribbon",https://www.bgapmea.org/index.php/member/member_details/1562
Asian Printing & Packaging Ltd.,1809,Active,"Sadman Yeasir Haque Raj, Director (Marketing)","95, Motijheel C/A, Ibrahim Chamber (3rd floor), Dhaka","Plot # 1, 155 & 156, Mongla EPZ, Mongla, Bagerhat","9585189, 9515029, 9515030, Mobile: 01987799010",,"rajhaque5874@gmail.com, rajhaque@haquegroupbd.com",,"Poly bag, Sticker paper, Self Adhesive paper, Label paper, Label Sticker, Gum Tape, Inner Carton, Photo Card, Photo Inlay, Size tag, Price tag, Hang tag, Bar code, Paper band, Back Board/Neck board",https://www.bgapmea.org/index.php/member/member_details/1447
Dada Bobbins Limited.,861,Active,"S.M. Abdul Wadud, Managing Director","Jamuna Future Park, K-244, Kuril, Progoti Sharani, Baridhara, Dhaka","Abder, Telihati, Joina Bazar, Sreepur, Gazipur.","8411854, 8417921-2, 01711564992",8416054,"info@dadagroup-bd.com, com_152@dadagroup-bd.com",www.dadagroup-bd.com,"Paper Bobin, Paper, Paper Tube",https://www.bgapmea.org/index.php/member/member_details/157
Dream Plus Accessories Ltd.,1956,Active,"M. S. Mazibur Rahman Kennedy, Managing Director","49/1/B, Purana Paltan Lane (1st floor), Dhaka-1000","B. K. Bari, Taltoli, Mirzapur Bazar, Gazipur Sadar, Gazipur",01678038811,,"dreamplusinternational@gmail.com, dpi.kennedy@gmail.com",,"Sewing Thread, Gum Tape, Elastic, Twill Tape, Drawstring, Poly Bag, Zipper, Bokrom, Label Printing, Carton, Hang Tag, Price Tag & Photo Card",https://www.bgapmea.org/index.php/member/member_details/1590
AKB Accessories,654,Active,"Mr. Al-Haj Akter Kamal Chowdhury, Managing Partner","109, Khatungonj, Chattogram","S-57/58, BSCIC Industrial Estate, Kalurghat, Chattogram","031-621872, 636471",,sufalbd@yahoo.com,,"Elastic, Non Elastic.",https://www.bgapmea.org/index.php/member/member_details/35
Euro Tex International Thread & Accessories,1191,Active,"Abdur Rahaman, Proprietor","Holding # 106/1, Ward # 51, Sataish Modhapara, Sataish, Tongi, Gazipur","Holding # 106/1, Ward # 51, Sataish Modhapara, Sataish, Tongi, Gazipur","01712939230, 01819675022, 01917072122",,"rahmanbarisal@yahoo.com, eurotex1@hotmail.com",,"Elastic/Non-Elastic, Sewing Thread, Twill Tape.",https://www.bgapmea.org/index.php/member/member_details/209
Carton Craft Ltd.,2118,Active,"Syed Mohammad Hassan, Managing Director","Plot # 180-181, BEPZA Economic Zone-01 (Export Processing Zone), Mirsarai, Chattogram","Plot # 180-181, BEPZA Economic Zone-01 (Export Processing Zone), Mirsarai, Chattogram",01819323786,,cartoncraftlimited@gmail.com,,"Corrugated Carton, Poly Bag, Elastic, Gum Tape, Tag, etc.",https://www.bgapmea.org/index.php/member/member_details/1744
Alien Accessories Ltd.,1522,Active,"Abu Abdullah Chowdhury , Managing Director","Dhour, Nishat Nagor, Turag, Dhaka-1230.","Dhour, Nishat Nagor, Turag, Dhaka-1230.","01713038243, 01972338989",,olienbangladesh@gmail.com,,"Belt, Twill Tape, Elastic",https://www.bgapmea.org/index.php/member/member_details/1156
Brota Packages Ltd.,152,Active,"Broza Gopal Das, Managing Director.","Al-Islam Chamber, 2nd Floor, 91, Agrabad Commercial Area, Chattogram","10, Yakub Nagar Feringee Bazar, Kotowali, Chattogram","880-2-712183, 653401, 01818715572, 01812425150",,borotapackages@gmail.com,,Corrugated Carton,https://www.bgapmea.org/index.php/member/member_details/119
Asma Printing & Packaging Industries,751,Active,"Obidur Rahman, Proprietor","341/A, Kunia Pachar (Taragach) Chandura Road, Board Bazar, Gazipur","341/A, Kunia Pachar (Taragach) Chandura Road, Board Bazar, Gazipur","9293569-70, 01711542186",9293571,"info@adsumbd.com, info@adsum-asma.com",,"Corrugated Carton, Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/78
Classic Packaging (Pvt.) Ltd.,98,Active,"Mr. Md. Zakir Hossain Akanda, Managing Director","139/B, Senpara Parbata, Mirpur, Dhaka","Cadda Nandun, joydebpur, Gazipur Sadar, Gazipur","9010718, 01710838221",9010718,classicpacakagingbd.com@gmail.com,,Corrugated Carton,https://www.bgapmea.org/index.php/member/member_details/136
Ema Sourcing Ltd.,824,Active,"Hasan Faruk, Managing Director","85, Naya Nagar Main Road Block # B, Ward # 4, Naya Nagar Harirampur, Turag, Dhaka","85, Naya Nagar Main Road Block # B, Ward # 4, Naya Nagar Harirampur, Turag, Dhaka",01711-521103,,emasourcingltd@gmail.com,,"Printed Poly Bag, Elastic/Non-Elastic Band.",https://www.bgapmea.org/index.php/member/member_details/198
Dody Trims Ltd.,887,Active,"Abu Jafar Md. Golam Hossain Bhuiyan, Managing Director","1/1/1, South Begun Bari, Tejgaon I/A, Dhaka","Bashon (Adjacent to Haque Market), Kadda Bazar, Gazipur",8113303,,"dody.mktg@dodygroup.com, info@dodygroup.com",www.dodygroup.com,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Collar Bone, Bar Code, Hang Tag, Size Tag, Printed Poly, Printed Label.",https://www.bgapmea.org/index.php/member/member_details/183
Dynamic Garments Accessories Indstries Ltd.,1248,Active,"Md. Washim Madber, Managing Director","98/2-Vista Garden (6th floor), Senpara, Parbata, Mirpur-10, Dhaka-1216","Yearpur, Zirabo, Ashulia, Dhaka-1341","01712163428, 01635247828",9011821,wadud1977@gmail.com,www.dgailbd.com,"Back Board, Neck Board, Collar Insert, Butter Fly, Interlining.",https://www.bgapmea.org/index.php/member/member_details/932
Amin Corporation,1999,Active,"Abbas Uddin Khan, Proprietor","House # 02, Road # 4, Block-A, Mohammad Ali Tower (2nd floor), Mirpur-11, DHaka-1216","Plot No. A12-A13, BSCIC I/E. Dhamrai, Dhaka",01913380999,,abbas@amincorporationbd.com,,"Jacquard Elastic, Lace, Ribbon, Woven Tape, Waist Belt, Draw Cord, Drawstring, Rubber, Velvet Tape etc.",https://www.bgapmea.org/index.php/member/member_details/1672
Atlantic Packaging Ltd.,755,Active,"Pradip Kumar Biswas, Managing Director","J.K. Tower (2nd Floor), 14 K.C. Dey Road, Nandankanan, Chattogram","Ward # 7, Esanagar, Charpatharghata, Karnafully, Chattogram","01673731040, 01711696222",031-2853013,atlanticpackaltd@gmail.com,,"Printed Poly Bag, Back Board, Neck Board, Hang Tag, Price Tag, Size Tag, Phot in lay, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/82
Everlast Trims & Accessories Ltd.,1986,Active,"Shaheen Mahmud, Chairman","House # 02, Road # 113/A, Gulshan-02, Dhaka-1212","Amtoli, Habirbari, Seed Store Bazar, Valuka, Mymensingh","9606500632, Cell: 01730076172",,everlast.ta@cottongroup.com.bd,www.cottongroup.com.bd,"Sewing Thread, Printing Label, Elastic, Twill/Neck Tape, Drawstring, Draw Cord, Back Board",https://www.bgapmea.org/index.php/member/member_details/1623
Anis Enterprise,1520,Active,"Mr. Md. Anisul Islam , Proprietor","Rupayan Taj Tower, Level#5, Room # C5, Box Culvert Road, 1, 1/1, Nayapalton, Dhaka-1000.","B-14, BSCIC Industrial Estate, Hobigonj, Bangladesh","88-02-9343892, 01711991450",88-02-9343892,anisenterprisedhk@gmail.com,,"PP. LDPE, Back Board, Neck Board, Photocard, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/1154
Bibidha Banijja Shangstha,391,Active,"Md. Mojibur Rahman, Proprietor","31/B, Malibagh Chowdhury Para, Khilgaon, Dhaka","Zirabo, Ashulia, Savar, Dhaka","9345108, 9344201, 9330043, 8354820, 01711522933",8355240,"anisltd@yahoo.com, anisltd@gmail.com",,"Poly Bag, Care Label, Hang Tag, Photocard, Back Board, Neck Board, Tissue Paper, Sewing Thread, elastic, Non Elastic Band.",https://www.bgapmea.org/index.php/member/member_details/105
Chemicon,1883,Active,"Md. Yeamin, Proprietor","House # 05, Road # 18, Sector # 10, Uttara, Dhaka-1230.","Nayapara, Bhabanipur, Gazipur Sadar, Gazipur","8981800, 01711544636",,myeamin@yahoo.com,www.chemicongroup.com,Textile Chemical Formulation & Water Treatment,https://www.bgapmea.org/index.php/member/member_details/1519
Dhaka Packaging & Printing Industries,1750,Active,"Mr. Nurul Islam Khan , Proprietor","Rhima Tower, GA-99/5, Middle Badda, Dhaka-1212","Holding # 738, Bayra, Singair, Manikgonj","01519888888, 01714071380, 01614071380",,"nurul@martoverseas.com, sh1107102@gmail.com",,Corrugated Carton Box with printing,https://www.bgapmea.org/index.php/member/member_details/1387
Dress Device Ltd.,1288,Active,"Mr. Maksudur Rabbi, Managing Director","House# 492/4, 1st Floor, Road #09 (East), DOHS Baridhara, Dhaka-1206.","Holding # 26, Milk Vita Road, Section # 7 Mirpur, Dkaha.",9003410,8415902,"info@dressdevice.com, factory@dressdevice.com",,"Hang Tag, Price Tag, Carton, Label, PE Poly Bag, PP Poly Bag, VOPP Poly Bag & other Bag",https://www.bgapmea.org/index.php/member/member_details/923
Authentic Accessories Industries Ltd.,1537,Active,"Md. Abdul Haque , Managing Director","Chamurkhan (Amtola), Kachkura, Uttarkhan, Dhaka.","Holding # 989/A, Chamurkhan (Amtola), Kachkura, Uttarkhan, Dhaka.","01984534075, 01814746804",,authentic.accessories.ind@gmail.com,,Printed Poly Bag,https://www.bgapmea.org/index.php/member/member_details/1170
Boishakhi Industries Ltd.,1495,Active,"Mr. Md. Al-Islam , Managing Director","43/44 Islampur Road, Kotowali, Dhaka-1100.","Chunkutia, Nazirabagh, South Keranigonj, Dhaka.","01689261719, 0178285005",,"boishakhi.indltd@gmail.com,",,Germents Accessories,https://www.bgapmea.org/index.php/member/member_details/1129
Ankur Packaging & Accessories Ltd.,439,Active,"Mr. Aminul Islam Babul, Managing Director","HM Plaza. Plot # 34 (9th floor), Room # 7, Sector # 3, Uttara, Dhaka-1230","576, Digirchala (Mouza-Itahata), P.O.-Chandona - Chowrasta, P.S.-Gazipur Sadar, Dist.-Gazipur.","9256289, 01711594066",9263010,kp.ankur75@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Photo Card, Paper Band, Price Tag.",https://www.bgapmea.org/index.php/member/member_details/59
Dots & Marks,2018,Active,"Ashfaq Ahmed, Managing Director","235/B Tejgaon I/Area, Dhaka-1208","Holding No. 84, Main Road, Block-A, Nolvog, Nishatnagar, Turag, Dhaka-1230",01711521093,,ashfaque@urmigroup.net,,Screen Print,https://www.bgapmea.org/index.php/member/member_details/1693
Compact Printing & Packaging Industries,164,Active,"Mr. Masudur Rahman , Proprietor","Mogorkhal, Vogra, National University, Gazipur-1704.","Mogorkhal, Vogra, National University, Gazipur-1704.","9801255, 893118, 01731300555",9803496,royalgroup@inbox.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/143
DAF Packaging Industries Ltd.,166,Active,"Mohammed Yousuf, Managing Director","135/142, Nasirabad Industrial Area, Chattogram","135/142, Nasirabad Industrial Area, Chattogram","611096, 614440,","031-610368, 681862.",mohammedyousuf@asianapparelf.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Barcode, neck Board etc.",https://www.bgapmea.org/index.php/member/member_details/160
Atandra Graphic Private Ltd.,760,Active,"M. Enamul Haq, Managing Director","House # 33, Road # 3, Sector # 5, Uttara, Dhaka","Baniarchala (Member Bari) Vabanipur, Gazipur Sadar, Gazipur","02241091281-3, 01819218723, 01819223993",,atandra.com@gmail.com,,"Poly Bag, Button, Price Label, Hang Tag etc.",https://www.bgapmea.org/index.php/member/member_details/79
Bangladesh IRIS Company Limited,1596,Active,"Yasushi Mizumachi , Managing Director","Ka-52/1, Kuril Bishaw Road, Vatara, Dhaka1229","Megdubi Bypass Road, Block-A, Holding #55/A, word # 40, Jaydevpur-1710, Gazipur City Corporation.",01713015474,,"apu@bdiris.com.bd, nakibs@hotmail.com, mizumachi@bdiris.com.bd",,"Main Label, Size label, Care label, Hang tag, Look Pin, Twill Tape, All kingd of garments accessories.",https://www.bgapmea.org/index.php/member/member_details/1226
BHB Printing & Packaging Ltd.,2021,Active,"Mohammad Ayub Hossan Akand, Managing Director","Room-301, Baitush Sharaf Complex, 149/A, Airport Road, Farmgate, Tejgaon, Dhaka","Badnivanga, Nijmawna, Sreepur, Gazipur-1740",01716604897,,ayubhossan@yahoo.com,www.bhbprintingltd.com,"Carton, Duplex Board, Poly Bag",https://www.bgapmea.org/index.php/member/member_details/1651
Expert Global Trims,2096,Active,"Mustafiz Sumon, Proprietor","House # 1242 (2nd floor) Road # 9, Avenue-02, DOHS, Mirpur, Dhaka","Plot-M/5, Road-22, Block-M, Eastern Housing, Mirpur, Pallabi 2nd Part, Dhaka-1216",01716376772,,expertprsbuying777@gmail.com,www.expertglobaltrims.com,"Garments Accessories, Printing & Embroidery",https://www.bgapmea.org/index.php/member/member_details/1713
Expo Accessories Ltd.,1799,Active,"Md. Enamul Haque, Managing Director","House # 63, Road # 13, Sector # 10, Uttara, Dhaka-1230","Holding No. 1/1, Block No.B, Ward No. 21, Biprabartha, Gazipur Sadar, Gazipur-1700","55091938-39, 01713397450, 01710534710",,"enamul@expoacc.com, info@expoacc.com",www.expoaccessories.com,"100% Biodegradable, Compostable & recycled product such as- Labels,, Poly Bags, Injection Molding, Offset, Sewing Thread, Elastic, Drawstring, Thermal Label, RFID, PE Sheets",https://www.bgapmea.org/index.php/member/member_details/1438
Alliance Accessories,1853,Active,"Md. Shafiqul Islam Chowdhury, Managing Partner","25 No. Nasuma Mansion (1st Floor), Amirbag R/A, Chattogram","Imam Nogor, D.T. Road, Banur Bazar, Vhatiary, Shitakundah, Chattogram","031-2859698, Cell: 01631880242, 01631880242",,alliance.acc21@gmail.com,,"Printed Poly Bag, All kinds of Hang Tag, Photo Card, Photo Inlay, Back Board, Neck Board, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/1489
Casio Trims Limited.,1744,Active,"Sheikh Nasir Hossain, Managing Director","House # 24, Road # 01, Block # B, Kalwala Para, Mirpur-01, Dhaka-1216","Kakab, Virulia, Savar, Dhaka",01990245747,,sknashossain@gmail.com,,Gum Tape,https://www.bgapmea.org/index.php/member/member_details/1384
Cozy Craft Ltd.,1726,Active,"Mr. Ahsan Habib Nasim, Managing Director","H-77/B, Label-5, Flat-6A, Road-3, Block-F, Banani, Dhaka-1213","Boro Ashulia, Ashulia, Dhaka",01711527019,,nasim@cozycraftltd.com,,"Back Board, Neck Board, Hang Tag, Price Tag, Printed Label etc.",https://www.bgapmea.org/index.php/member/member_details/1365
A. Q. N. Business Associates Ltd.,200,Active,"Sk. Abidur Rahman, Managing Director","1242, East Monipur, Begum Rokeya Sorani, Mirpur, Dhaka","1242, East Monipur, Begum Rokeya Sorani, Mirpur, Dhaka","55073504, 01711530046",8018982,"aqn@thenetheads.com, s.a.rahman956@gmail.com, abid@arunima-group.net",www.aqnpoly.com,Multi color garments printed poly bag,https://www.bgapmea.org/index.php/member/member_details/69
BD Metalic Yarns (Pvt) Ltd.,1775,Active,"Mr. Md. Afzal Uddin, Managing Director","House # 4, Road # 4, Block # B, Section-12, Mirpur, Dhaka-1216","Notunpara, Hemayetpur, Savar, Dhaka",01681465806,,"addtoafzal@gmail.com,",,Metalic Yarn,https://www.bgapmea.org/index.php/member/member_details/1419
Dhaka Industries Ltd.,276,Active,"Hazi Abdul Mannan Majumder, Managing Director","Dhour (Sarker Bari) Magdum Sarker Road Po. Nishat Nagar, Turag (Uttara) Dhaka","Dhour (Sarker Bari) Magdum Sarker Road Po. Nishat Nagar, Turag (Uttara) Dhaka.","8982004, 01764480163",8982005,dhakaindustries@gmail.com,www.dhakaindustries.com,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/169
Active Zipper Ltd.,605,Active,"Md. Jahangir Kabir, Managing Director","219/1, Pagar, Munnu Nagar, Tongi, Gazipur","219/1, Pagar, Munnu Nagar, Tongi, Gazipur",9000450,9010798,activegp@activezipper.net,,"Nylon Zipper, Plastic Zipper, Metal Zipper.",https://www.bgapmea.org/index.php/member/member_details/26
Afif Accessories Industries Limited.,1931,Active,"Md. Hanif Mahmud, Managing Director","38/1, Maolana Mufti Din Mohammad Road, Chawkbazar, Dhaka-1211","Sonapur, Bathtola, Post Office-Kanchpur, Sonargaon, Narayanganj-1430","01815035137, 01915436625",,afifaccessories@gmail.com,,Printing & Packaging,https://www.bgapmea.org/index.php/member/member_details/1594
Beta Packaging Ltd.,630,Active,"Sameeya Rahman , Managing Director","79/A, Commercial Area (Level-06), Airport Road, Nikunja 02, Khilkhet, Dhaka","7, Kewa Mouja, Bhangnaati, Sreepur, Gazipur","9890465, Cell: 01713244086",9890308,info@mnubd.com,,Corrugated Carton.,https://www.bgapmea.org/index.php/member/member_details/104
Bright Packaging Industry Ltd.,771,Active,"Md. Jashim Uddin Patwary, Managing Director","Chandalbhog, Nisath Nagar, Turag, Dhaka","Chandalbhog, Nisath Nagar, Turag, Dhaka",01711546628,,"ksilcom@citech-bd.com, tutul.bright@gmail.com",,Printed Poly Bag.,https://www.bgapmea.org/index.php/member/member_details/117
Epic Flexipack Ltd.,2035,Active,"Md. Salauddin, Managing Director","Holding No. 334, Pulartech, Uttarkhan, Dhaka-1230","Holding No. 334, Pulartech, Uttarkhan, Dhaka-1230",01717733945,,epictradeint@gmail.com,,"OPP Packaging Taps, Stretch Film, Packaging Wrapper",https://www.bgapmea.org/index.php/member/member_details/1657
Bashundhara Printing Zone,1846,Active,"Nadim Khan, Proprietor","Atasur, Brahmankirta, Keranigonj, Dhaka-1310","Atasur, Brahmankirta, Keranigonj, Dhaka-1310","9360563, Cell: 01713 068457, 01973068457",,bashundharaprintingzone@gmail.com,www.bpzonebd.com,"Carton, Back Board, Neck Board, Gum Tape, Sticker, Photo Card Board, Hang Tag, Poly",https://www.bgapmea.org/index.php/member/member_details/1487
Alam Thread & Accessories Ind. Ltd.,893,Active,"Md. Habib Ullah, Managing Director","1494/A, Middle Rampur, Salam Mansion, Naya Bazar, Amin Contractor Road, Chattogram.","1494/A, Middle Rampur, Salam Mansion, Naya Bazar, Amin Contractor Road, Chattogram.",031-711957,,mhelastic@yahoo.com,,"Sewing Thread, Elastic/Non Elastic Band, Gum, Tape.",https://www.bgapmea.org/index.php/member/member_details/40
Evergreen Autopack Ltd.,1813,Active,"Md. Nazrul Islam, Chairman","1935/A, South Kattali, Pahartali, Chattogram","1935/A, South Kattali, Pahartali, Chattogram","01711962801, 01711760070",,"evergreen[ack@yahoo.com, evergreenpack@gmail.com",,Corrugated Carton Box & printing materials,https://www.bgapmea.org/index.php/member/member_details/1451
ASI Metal Industries,2040,Active,"Kamal Hossen, Partner","Aukpara, Dairy Farm Road, Ashulia, Savar, Dhaka","Aukpara, Dairy Farm Road, Ashulia, Savar, Dhaka",01816035154,,"sales3@asimetalind.com, sales.asi2017@gmail.com",,Button,https://www.bgapmea.org/index.php/member/member_details/1664
Eurograf BD. Ltd.,1715,Active,"Mr. Mohammad Ibrahim, Managing Director","26/1, Jahanabad, Darussalam, Mirpur, Dhaka-1216","26/1, Jahanabad, Darussalam, Mirpur, Dhaka-1216",01949997771,,ibrahim@eurografbd.com,,"Garments Tape, Sticker, Poly Bag, Printed Label, Sewing Thread, Screen Print",https://www.bgapmea.org/index.php/member/member_details/1350
Epyllion Ltd.,353,Active,"Reaz Uddin Al-Mamoon, Managing Director","Ninacabbo (12th & 13th Floor) 227/A, Gulshan Link Road, Dhaka.","Kutubpur, Kachpur, Sonargaon, Narayanganj-1440","9840223, 9855272, 01711527254",9855293,"khorshed@epylliongroup.com, alaminsarder9@gmail.com",,"Auto Carton, Semi auto carton, Poly, Offset print, Gum tape, Printed label, RFID, Thermal sticker, Price ticket, Twill tape, Drawstring, Elastic, Jacquard elastic, Leather Patch, rubber patch , silicon print, Heat transfer & Mobilion tape",https://www.bgapmea.org/index.php/member/member_details/202
A. G. Packaging Industries Ltd.,285,Active,"Mir Mozzammel Hossain, Managing Director","Barimojlis, Sonargaon Narayangonj.","Barimojlis, Sonargaon Narayangonj.","9555226 Cell: 01713024294, 0919024294",,agpack2012@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/5
Bright Packages Ltd.,452,Active,"1965, Khailkur, National University, Board Bazar, Gazipur, Managing Director","1965, khailkur, Noational University, Board Bazar, Gazipur","1965, Khailkur, National University, Board Bazar, Gazipur","Tel: 9293932-33, Cell: 01711540593, 01971540593",Fax: 9293933,farukenterprisehakkani@yahoo.com,,Corrugated Carton & Accessories,https://www.bgapmea.org/index.php/member/member_details/115
Emas Packages Ltd.,836,Active,"Mr. Md. Mamunul Haque, Managing Director","54, Dilkusha C/A (5th Floor), Dhaka",,7162979,,,,,https://www.bgapmea.org/index.php/member/member_details/200
Equi-Tex Accessories Ltd.,899,Active,"Muhammad Hasan Kabir Chowdhury, Managing Director","House # 103, Road # 3, Northern Road, DOHS, Baridhara, Dhaka-1206","Harinchala, Konabari, Gazipur Sadar, Gazipur",8840905-6,8840890,"hasan@auko-texgroup.com, mizan.comm@auko-texgroup.com",,"Printed Poly Bag, Printed Label.",https://www.bgapmea.org/index.php/member/member_details/203
Cash's Apparel Solutions Bangladesh Ltd.,1855,Active,"Lau Man Yuen, Managing Director","Level-13, UTC Tower, 8 Panthopoth, Dhaka-1215","D.S. 3089, Nalvugh, Nishatnagar, Turag, Dhaka-1230","01718258191, 01847363844",,mbdshipon70@gmail.com,,"Barcode Sticker, Poly, Sticker, All types of variable data on stickers, Hang Tag, Price Ticket, Jockertag",https://www.bgapmea.org/index.php/member/member_details/1490
Digonto Printers,1676,Active,"Mohammad Mousharraf Hossain, Managing Partner","2/1, International Medical College Road, Shataish, Tongi, Gazipur-1701","2/1, International Medical College Road, Shataish, Tongi, Gazipur-1701",01954000065,,info@digontoprinters.com,,"Paper Board, Hangtag, Carton, Label etc.",https://www.bgapmea.org/index.php/member/member_details/1320
Active Export Industry,1926,Active,"Monwar Hosen Sardar, Managing Partner","Holding No. 263/01, Block-A, Ward No. 23, Purabari, BSMRAU, Gazipur Sadar, Gazipur","Holding No. 263/01, Block-A, Ward No. 23, Purabari, BSMRAU, Gazipur Sadar, Gazipur",01912660496,,"monwarhossain2010@gmail.com, activeexportind@gmail.com",,"Hang Tag, Size Tag, Waist Band, Price Tag, Printed Barcode, Paper Band, Back Board, Neck Board, Photo in Lay, Photo Card, Sticker, Label, Tissue Paper, Box, Elastic, Drawstring, Sewing Thread, Tissue etc.",https://www.bgapmea.org/index.php/member/member_details/1563
Amcaba Limited,1084,Active,"Mr. Mohammad Sheikh Faisal, Director","B.H. Plaza (6th floor), Ka-50/2, Abdul Aziz Sharak, Progoti Sharani, Badda, Dhaka","Abder, Telehati, Sreepur, Gazipur","8411854, 8417921-2",8413779,"info@dadagroup-bd.com, com_152@dadagroup-bd.com",,"Chemical (DOP & Orhers, Dye Oxtail Thelat).",https://www.bgapmea.org/index.php/member/member_details/52
Baraka Ventures,2070,Active,"Md. Didarul Islam, Proprietor","27/11/3-C, Hasan Bhaban (2nd floor), Topkhana Road, Dhaka-1000","Paragaon, Bhulta, Rupganj, Narayanganj",01819321171,,barakaventures1174@gmail.com,,"Master Carton, Inner Box, Photo Inlay, Back Board, Hang Tag, Gum Tape, Hanger, Poly Bag, Paper Sticker",https://www.bgapmea.org/index.php/member/member_details/1705
CDM Accessories Ltd.,1402,Active,"A.T.M Mahmud Hasan , Managing Director","H# 11/13, Road# 09 (Ground Floor), Nikunja-02, Airport Road, Khilkhet, Dhaka-1229.","88/3, West Derasram, Gazipur Sadar, Gazipur.","88-02-8900588, 8412015 Mob: 01819-259788, 01741-034110",,atmhasan71@gmail.com,,"LDPE Poly Bag, HDPE Poly Bag, PP Film Poly Bag",https://www.bgapmea.org/index.php/member/member_details/1045
Elitex Accessories Ltd.,2120,Active,"Mohammad Rokonojjaman, Managing Director","79, Gausul Azam Avenue, Sector-14, Uttara, Dhaka-1230","Holding # 427/1, Block-F, Itahata, Bason, Gazipur",019118991550,,rupok@elitexaccessories.com,,"Woven Label, Care Label, Hang Tag, Prce Tag, Barcode Sticker, Carton Sticker, Shippers Label etc.",https://www.bgapmea.org/index.php/member/member_details/1748
Al Razi Polymer Industry Unit-2,1505,Active,"Md. Rashal , Proprietor","House #48, Sector : 09, Road #7C, Uttara, Dhaka.","Narayankul Word : 42, Gazipur City Corp, Pubail, Gazipur.","01713124480,01718267690",,al_razitradi@yahoo.com,www.foamtexbd.com,Garments Accessories,https://www.bgapmea.org/index.php/member/member_details/1140
D. M. Packaging Ltd.,1783,Active,"David Bala, Managing Director","Vill: Barigaon, Post : Dhamrai, Dhaka-1350","Vill: Barigaon, Post : Dhamrai, Dhaka-1350",01779944348,,westerndf@gmail.com,,"Paper Bag, Paper Tag & all kinds of Garments Accessories",https://www.bgapmea.org/index.php/member/member_details/1452
Desh Paper & Packers Ltd.,468,Active,"Md. Golam Mostafa, Managing Director","16, Noya Paltan (3rd fl), Masjid Goli, Dhaka","Sreekhondi, Ashulia, Savar, Dhaka","01814655088, 01761738591",9860933,"pridesh@worldnetbd.com, fazlu.pel@gmail.com",,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Collar Bone, Bar Code, Hang Tag.",https://www.bgapmea.org/index.php/member/member_details/165
